person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,-1.2706747202898936,OWN,1.0,MEDICAL,D,-0.9571668734443085,1.0992672607908234,1,1.0382922980956244,N,3
25,-0.5575197938363331,RENT,1.0,EDUCATION,E,2.4314398295404973,1.644228879513314,1,3.955717248059441,Y,3
21,-0.39625604531257475,RENT,4.0,EDUCATION,B,2.4314398295404973,-0.01542695932336068,1,3.2028333900042627,N,2
25,3.8782047589316235,MORTGAGE,0.0,VENTURE,F,2.4314398295404973,2.362587376920233,0,-0.5615859002716304,N,2
26,3.8782047589316235,RENT,1.0,EDUCATION,A,-1.052174538013976,-0.532521222542996,0,-1.5026907228406035,N,4
23,3.8782047589316235,RENT,8.0,DEBTCONSOLIDATION,A,-0.33961705374147017,-0.7461709480648813,0,-1.314469758326809,N,2
26,3.8782047589316235,MORTGAGE,2.0,VENTURE,B,2.4314398295404973,-0.2971968871855573,0,-0.5615859002716304,N,2
22,-0.3849870122832037,RENT,5.0,PERSONAL,B,2.4314398295404973,0.24466835870328227,1,3.2028333900042627,N,3
23,-0.3719693361975509,RENT,1.0,DEBTCONSOLIDATION,A,2.4314398295404973,-0.9722061649213687,1,3.1087229077473655,N,3
25,-0.3719693361975509,RENT,4.0,HOMEIMPROVEMENT,A,2.4314398295404973,-1.5636133761486166,1,3.1087229077473655,N,2
24,-0.5176895908876941,RENT,2.0,DEBTCONSOLIDATION,D,2.4314398295404973,1.3283988504809614,1,3.767496283545646,N,2
23,-0.3719693361975509,RENT,1.0,VENTURE,B,2.4314398295404973,0.24466835870328227,1,3.1087229077473655,N,4
22,-0.3718721893610908,RENT,0.0,VENTURE,B,2.4314398295404973,-0.21049844784334315,1,3.1087229077473655,N,2
22,-0.3718721893610908,RENT,3.0,VENTURE,C,2.4314398295404973,0.36852327204930285,1,3.1087229077473655,N,3
22,-0.32339591796750317,RENT,2.0,EDUCATION,B,2.4314398295404973,0.021729514680445216,1,2.9205019432335706,N,4
23,-1.2657202316304288,OWN,3.0,DEBTCONSOLIDATION,A,-0.7433996281625568,-0.9722061649213687,1,1.9793971206645975,N,4
24,3.7567712133565045,MORTGAGE,1.0,EDUCATION,B,2.4314398295404973,0.16725903786201946,0,-0.5615859002716304,N,2
23,3.6596243768964087,MORTGAGE,5.0,DEBTCONSOLIDATION,A,1.7980553990760475,-0.6625688815563175,0,-0.6556963825285276,N,3
25,3.6596243768964087,MORTGAGE,2.0,EDUCATION,D,2.4314398295404973,1.5575304401710992,0,-0.467475418014733,N,3
26,3.6596243768964087,MORTGAGE,10.0,EDUCATION,C,1.6397092914599352,0.9847014659457547,0,-0.749806864785425,Y,2
23,3.635337667781385,MORTGAGE,7.0,MEDICAL,C,4.014900905701621,1.1611947174638335,0,-0.09103348898714368,Y,3
26,3.635337667781385,MORTGAGE,11.0,EDUCATION,A,0.37294043053103576,-0.9783989105886699,0,-1.032138311556117,N,2
23,-0.32339591796750317,RENT,1.0,PERSONAL,C,2.4314398295404973,0.6750641825807036,1,2.9205019432335706,N,2
26,-0.4691161726576463,RENT,2.0,DEBTCONSOLIDATION,D,2.4314398295404973,0.2539574772042336,1,3.485164836774955,N,4
22,-0.2991092088524793,RENT,5.0,EDUCATION,C,2.4314398295404973,0.740088012087364,1,2.826391460976673,Y,4
26,-0.4448294635426224,RENT,0.0,HOMEIMPROVEMENT,D,2.4314398295404973,1.3129169863127086,1,3.3910543545180576,Y,2
23,-0.4448294635426224,RENT,1.0,VENTURE,E,2.4314398295404973,2.133455787230094,1,3.3910543545180576,N,2
23,-1.2657202316304288,MORTGAGE,2.0,EDUCATION,B,-1.305528310199756,-0.5541958323785497,0,-0.5615859002716304,N,4
21,-1.2657202316304288,OWN,0.0,VENTURE,C,-0.8146553765898074,0.6007512345730912,1,1.6029551916370084,N,4
22,3.5139041222062657,MORTGAGE,6.0,VENTURE,B,1.0063248609954853,-0.12999275416842992,0,-0.8439173470423222,N,4
26,3.5139041222062657,OWN,10.0,PERSONAL,B,1.9564015066921598,0.24466835870328227,0,-0.6556963825285276,N,4
26,-0.4205427544275986,RENT,5.0,VENTURE,F,2.4314398295404973,2.28827442891262,1,3.29694387226116,N,2
23,-0.25053579062243164,RENT,4.0,EDUCATION,B,2.4314398295404973,0.099138835521708,1,2.638170496462879,N,3
23,-0.25053579062243164,RENT,4.0,EDUCATION,D,2.4314398295404973,1.4274827811577777,1,2.638170496462879,Y,3
24,-0.2465527703275677,RENT,8.0,PERSONAL,C,2.4314398295404973,0.6750641825807036,1,2.638170496462879,Y,4
26,-0.22624908150740777,RENT,4.0,DEBTCONSOLIDATION,C,2.4314398295404973,0.5666911334029352,1,2.638170496462879,N,2
24,3.356040512958611,OWN,8.0,MEDICAL,C,1.6397092914599352,0.6193294715749939,0,-0.6556963825285276,N,3
23,3.028169939905789,MORTGAGE,5.0,EDUCATION,F,1.9564015066921598,2.0250827380523257,1,-0.467475418014733,Y,3
23,-1.2482338010676115,OWN,2.0,PERSONAL,E,-0.300030526837442,1.8578786050351985,1,3.6733858012887497,N,4
24,-0.12910224504731235,RENT,0.0,PERSONAL,B,2.4314398295404973,-0.01542695932336068,1,2.3558390496921864,N,3
24,-0.12910224504731235,RENT,2.0,PERSONAL,B,2.4314398295404973,0.021729514680445216,1,2.3558390496921864,N,3
26,-0.2748224997374555,RENT,7.0,DEBTCONSOLIDATION,D,2.4314398295404973,1.1735802087984357,1,2.732280978719776,Y,2
24,3.2710370310560273,RENT,8.0,MEDICAL,B,0.37294043053103576,0.510956422397226,0,-1.032138311556117,N,2
24,3.2710370310560273,MORTGAGE,8.0,HOMEIMPROVEMENT,C,0.37294043053103576,0.7586662490892673,0,-1.032138311556117,N,2
21,3.2710370310560273,MORTGAGE,5.0,EDUCATION,C,1.0063248609954853,1.1178454977927266,0,-0.8439173470423222,N,4
25,-0.2748224997374555,RENT,3.0,HOMEIMPROVEMENT,E,2.4314398295404973,1.7897584026948876,1,2.732280978719776,N,4
23,-0.12910224504731235,RENT,3.0,PERSONAL,C,2.4314398295404973,0.5233419137318284,1,2.3558390496921864,N,3
23,-0.12910224504731235,RENT,7.0,PERSONAL,B,2.4314398295404973,-0.2445585490134986,1,2.3558390496921864,N,4
21,-0.12910224504731235,RENT,6.0,EDUCATION,B,2.4314398295404973,-0.01542695932336068,1,2.3558390496921864,N,4
25,-0.08152458189098062,RENT,9.0,MEDICAL,C,2.4314398295404973,0.5233419137318284,1,2.1676180851783924,N,2
22,-0.21653439786139822,RENT,2.0,HOMEIMPROVEMENT,D,2.4314398295404973,1.2138330556358927,1,2.5440600142059813,Y,3
21,3.2710370310560273,MORTGAGE,2.0,DEBTCONSOLIDATION,C,2.4314398295404973,0.9134848907717928,0,-0.37336493575783564,N,2
24,3.2710370310560273,MORTGAGE,3.0,VENTURE,A,2.2730937219243845,-1.0991574511010398,0,-0.467475418014733,N,4
26,3.2710370310560273,MORTGAGE,4.0,EDUCATION,C,0.847978753379373,1.1611947174638335,0,-0.9380278292992196,N,3
25,3.2710370310560273,MORTGAGE,2.0,DEBTCONSOLIDATION,B,0.9271518071874292,0.2942103240416905,0,-0.8439173470423222,N,2
24,3.2710370310560273,RENT,8.0,EDUCATION,A,0.056248215298810904,-0.7895201677359885,0,-1.1262487938130143,N,4
24,0.016618009642830764,RENT,3.0,EDUCATION,B,2.4314398295404973,-0.34983522535761596,1,1.9793971206645975,N,2
22,0.016618009642830764,RENT,6.0,EDUCATION,C,2.4314398295404973,0.6255222172422953,1,1.9793971206645975,Y,3
22,3.2710370310560273,MORTGAGE,6.0,DEBTCONSOLIDATION,A,-0.10209789231730151,-1.5078786651429075,0,-1.2203592760699116,N,4
25,3.2710370310560273,RENT,5.0,EDUCATION,D,1.3230170762277103,1.6349397610123622,0,-0.749806864785425,N,3
25,3.2710370310560273,MORTGAGE,2.0,VENTURE,B,0.37294043053103576,-0.20430570217604171,0,-1.032138311556117,N,2
25,3.2710370310560273,MORTGAGE,9.0,PERSONAL,C,2.122664919689078,1.024954312783211,0,-0.467475418014733,N,3
26,0.04080757192139452,RENT,10.0,PERSONAL,D,2.4314398295404973,1.2912423764771555,1,1.8852866384077,Y,2
23,0.04090471875785462,RENT,3.0,EDUCATION,A,2.4314398295404973,-0.9722061649213687,1,1.8852866384077,N,4
24,0.04090471875785462,RENT,2.0,VENTURE,B,2.4314398295404973,-0.01542695932336068,1,1.8852866384077,N,3
24,0.06519142787287847,RENT,5.0,PERSONAL,D,2.4314398295404973,0.9444486191082978,1,1.8852866384077,Y,3
25,0.08947813698790233,RENT,9.0,PERSONAL,D,2.4314398295404973,1.9972153825494714,1,1.7911761561508026,N,2
25,3.2710370310560273,MORTGAGE,0.0,EDUCATION,B,0.37294043053103576,0.13629530952551447,0,-1.032138311556117,N,3
26,2.979596521675741,MORTGAGE,10.0,VENTURE,E,1.6397092914599352,2.074624703390734,1,-0.5615859002716304,N,2
26,3.2710370310560273,MORTGAGE,4.0,PERSONAL,C,-1.052174538013976,0.8918102809362392,0,-1.5026907228406035,N,3
25,0.11366769926646608,RENT,9.0,EDUCATION,D,2.4314398295404973,1.2912423764771555,1,1.7911761561508026,N,3
22,-1.2365761806924,OWN,2.0,MEDICAL,B,-0.8938284303978636,-0.01542695932336068,1,1.0382922980956244,N,3
24,0.11376484610292617,RENT,3.0,EDUCATION,B,2.4314398295404973,0.2539574772042336,1,1.7911761561508026,N,4
24,-1.2365761806924,OWN,5.0,PERSONAL,A,-0.5771362151656387,-1.0991574511010398,1,2.3558390496921864,N,3
24,-0.22382041059590538,RENT,7.0,MEDICAL,D,2.4314398295404973,1.6875780991844203,1,1.9793971206645975,N,4
25,0.016618009642830764,RENT,9.0,VENTURE,D,2.4314398295404973,1.3283988504809614,1,1.9793971206645975,Y,2
26,0.016618009642830764,RENT,3.0,HOMEIMPROVEMENT,B,2.4314398295404973,0.16725903786201946,1,1.9793971206645975,N,4
25,-1.2365761806924,OWN,7.0,EDUCATION,A,-0.6761025324257091,-1.6255408328216268,1,1.8852866384077,N,2
25,0.1772017303113685,RENT,9.0,MEDICAL,C,2.4314398295404973,0.6410040814105475,1,1.6029551916370084,N,2
23,0.2109116825630216,RENT,3.0,MEDICAL,B,2.4314398295404973,-0.21049844784334315,1,1.6029551916370084,N,3
25,0.23519839167804543,RENT,9.0,DEBTCONSOLIDATION,B,2.4314398295404973,-0.21049844784334315,1,1.508844709380111,N,2
25,3.0524566490208125,MORTGAGE,1.0,MEDICAL,B,0.056248215298810904,0.46141445705881784,0,-1.1262487938130143,N,4
24,0.23519839167804543,RENT,4.0,EDUCATION,B,2.4314398295404973,-0.2445585490134986,1,1.508844709380111,N,4
22,0.13805155521795004,RENT,1.0,EDUCATION,D,2.4314398295404973,1.5203739661672928,1,1.6970656738939052,Y,4
26,3.028169939905789,MORTGAGE,3.0,VENTURE,B,1.6397092914599352,0.35304140788105004,0,-0.5615859002716304,N,4
23,3.0280727930693287,OWN,0.0,PERSONAL,B,2.2730937219243845,0.24466835870328227,0,-0.37336493575783564,N,3
23,0.308058519023117,RENT,1.0,VENTURE,B,2.4314398295404973,-0.12999275416842992,1,1.4147342271232135,N,3
23,0.320299020417089,RENT,7.0,VENTURE,B,2.4314398295404973,-0.09283628016462347,1,1.4147342271232135,N,3
25,2.9310231034456935,OWN,9.0,VENTURE,B,0.056248215298810904,-0.2445585490134986,0,-1.1262487938130143,N,4
25,2.9067363943306694,RENT,6.0,VENTURE,C,0.847978753379373,1.3098206134790582,0,-0.8439173470423222,N,2
24,-0.07931449136151346,RENT,8.0,MEDICAL,D,2.4314398295404973,1.3283988504809614,1,1.6029551916370084,Y,2
23,0.34244849912999076,RENT,7.0,VENTURE,D,2.4314398295404973,1.2912423764771555,1,1.320623744866316,Y,2
21,-1.2365761806924,OWN,4.0,VENTURE,C,-0.5375496882616106,1.1395201076282804,1,2.449949531949084,N,2
24,0.3476701415897209,RENT,8.0,PERSONAL,D,2.4314398295404973,1.44296464532603,1,1.320623744866316,Y,2
24,0.34769442829883596,RENT,0.0,EDUCATION,C,2.4314398295404973,0.7153170294181599,1,1.320623744866316,N,4
24,0.3566319372531647,RENT,6.0,EDUCATION,A,2.4314398295404973,-1.3685418876286344,1,1.320623744866316,N,2
26,0.3566319372531647,RENT,5.0,DEBTCONSOLIDATION,C,2.4314398295404973,0.7958227230930731,1,1.320623744866316,N,4
22,2.9067363943306694,RENT,4.0,MEDICAL,B,2.4314398295404973,0.099138835521708,0,-0.27925445350093825,N,2
26,2.9067363943306694,OWN,10.0,PERSONAL,A,-0.7354823227817512,-1.0403263672616803,0,-1.314469758326809,N,2
24,2.906542100657749,RENT,7.0,HOMEIMPROVEMENT,D,1.9564015066921598,1.059014413953367,0,-0.467475418014733,Y,4
23,2.882449685215646,OWN,5.0,EDUCATION,B,-1.1313475918220322,0.24466835870328227,0,-1.5026907228406035,N,2
24,2.5910091758353593,MORTGAGE,6.0,DEBTCONSOLIDATION,C,1.6397092914599352,0.7524735034219664,1,-0.467475418014733,Y,4
24,2.8581629761006218,MORTGAGE,2.0,MEDICAL,B,1.6397092914599352,0.1393916823591649,0,-0.5615859002716304,N,3
25,2.856997214063101,MORTGAGE,9.0,PERSONAL,A,0.847978753379373,-1.5512278848140144,0,-0.8439173470423222,N,3
23,0.21100882939948168,RENT,7.0,DEBTCONSOLIDATION,E,2.4314398295404973,1.644228879513314,1,1.6029551916370084,N,4
25,0.38091864636818856,RENT,5.0,DEBTCONSOLIDATION,A,2.4314398295404973,-1.1610849077740502,1,1.320623744866316,N,3
23,0.3954906718372029,RENT,1.0,MEDICAL,B,2.4314398295404973,0.099138835521708,1,1.320623744866316,N,3
24,0.4052053554832124,RENT,8.0,VENTURE,B,2.4314398295404973,-0.2445585490134986,0,1.2265132626094186,N,2
24,0.42949206459823625,RENT,5.0,EDUCATION,B,2.4314398295404973,0.024825887514095663,0,1.2265132626094186,N,3
24,0.42949206459823625,RENT,5.0,PERSONAL,D,2.4314398295404973,0.582172997571188,0,1.2265132626094186,Y,3
24,2.78530284875555,RENT,8.0,EDUCATION,E,1.3230170762277103,2.3532982584192808,0,-0.6556963825285276,Y,4
23,2.78530284875555,MORTGAGE,8.0,PERSONAL,A,2.9064781523888343,-1.0929647054337388,0,-0.09103348898714368,N,3
23,-1.2365761806924,OWN,2.0,HOMEIMPROVEMENT,E,-0.8938284303978636,1.7526019286910812,1,1.0382922980956244,N,2
